client_code,company_name,contact_person,contact_email,country,total_balance
CLT-0580,Sterling Finance 580,Karen Hughes,contact.580@client-580.com,SG,126627631.08
CLT-0181,Zenith Partners 181,Bob Smith,contact.181@client-181.com,GB,126465688.78
CLT-0707,Helios Investments 707,Carol White,contact.707@client-707.com,DE,126428514.03
CLT-0952,Neptune Securities 952,Henry Martin,contact.952@client-952.com,ES,126399752.40
CLT-0583,Solaris Pension 583,Noah Kim,contact.583@client-583.com,AU,126088075.56
CLT-0744,Saturn Trust 744,James Taylor,contact.744@client-744.com,LU,126007856.02
CLT-0896,Sirius Bank 896,Liam Chen,contact.896@client-896.com,HK,125980792.81
CLT-0437,Helios Investments 437,Carol White,contact.437@client-437.com,DE,125826121.89
CLT-0625,Vega Finance 625,Karen Hughes,contact.625@client-625.com,SG,125729975.34
CLT-0343,Solaris Pension 343,Noah Kim,contact.343@client-343.com,AU,125578061.44
CLT-0631,Zenith Partners 631,Bob Smith,contact.631@client-631.com,GB,125505046.82
CLT-0598,Centaurus Pension 598,Noah Kim,contact.598@client-598.com,AU,125065361.19
CLT-0904,Nexus Group 904,Emma Davis,contact.904@client-904.com,NL,125027401.49
CLT-0117,Andromeda Insurance 117,Maria Santos,contact.117@client-117.com,JP,125013715.49
CLT-0687,Andromeda Insurance 687,Maria Santos,contact.687@client-687.com,JP,124983429.75
CLT-0717,Andromeda Insurance 717,Maria Santos,contact.717@client-717.com,JP,124948236.91
CLT-0164,Polaris Global 164,Olivia Patel,contact.164@client-164.com,CA,124897872.22
CLT-0215,Apex Holdings 215,Frank Wilson,contact.215@client-215.com,CH,124695760.29
CLT-0574,Nexus Group 574,Emma Davis,contact.574@client-574.com,NL,124611811.08
CLT-0155,Apex Holdings 155,Frank Wilson,contact.155@client-155.com,CH,124461333.96
CLT-0590,Olympus Holdings 590,Frank Wilson,contact.590@client-590.com,CH,124128918.21
CLT-0366,Vertex Asset Management 366,Grace Lee,contact.366@client-366.com,BE,123765606.55
CLT-0472,Neptune Securities 472,Henry Martin,contact.472@client-472.com,ES,123707426.50
CLT-0157,Summit Securities 157,Henry Martin,contact.157@client-157.com,ES,123632068.46
CLT-0532,Neptune Securities 532,Henry Martin,contact.532@client-532.com,ES,123368088.85
CLT-0446,Sirius Bank 446,Liam Chen,contact.446@client-446.com,HK,123364455.72
CLT-0283,Solaris Pension 283,Noah Kim,contact.283@client-283.com,AU,123326220.49
CLT-0216,Vertex Asset Management 216,Grace Lee,contact.216@client-216.com,BE,123317123.53
CLT-0770,Olympus Holdings 770,Frank Wilson,contact.770@client-770.com,CH,122955829.85
CLT-0476,Sirius Bank 476,Liam Chen,contact.476@client-476.com,HK,122867311.88
CLT-0889,Phoenix Group 889,Emma Davis,contact.889@client-889.com,NL,122865578.27
CLT-0287,Helios Investments 287,Carol White,contact.287@client-287.com,DE,122652547.24
CLT-0207,Andromeda Insurance 207,Maria Santos,contact.207@client-207.com,JP,122645044.95
CLT-0605,Apex Holdings 605,Frank Wilson,contact.605@client-605.com,CH,122416151.82
CLT-0978,Titan Fund 978,David Brown,contact.978@client-978.com,FR,122036446.17
CLT-0621,Pegasus Asset Management 621,Grace Lee,contact.621@client-621.com,BE,121795909.14
CLT-0133,Solaris Pension 133,Noah Kim,contact.133@client-133.com,AU,121656737.34
CLT-0113,Jupiter Wealth 113,Iris Clark,contact.113@client-113.com,IT,121599818.37
CLT-0654,Saturn Trust 654,James Taylor,contact.654@client-654.com,LU,121331872.08
CLT-0669,Horizon Trust 669,James Taylor,contact.669@client-669.com,LU,121283664.68
CLT-0730,Sterling Finance 730,Karen Hughes,contact.730@client-730.com,SG,120935814.24
CLT-0499,Phoenix Group 499,Emma Davis,contact.499@client-499.com,NL,120588223.19
CLT-0970,Sterling Finance 970,Karen Hughes,contact.970@client-970.com,SG,120525915.16
CLT-0878,Pinnacle Wealth 878,Iris Clark,contact.878@client-878.com,IT,120488325.74
CLT-0847,Summit Securities 847,Henry Martin,contact.847@client-847.com,ES,120028880.28
CLT-0496,Quantum Partners 496,Bob Smith,contact.496@client-496.com,GB,119291407.93
CLT-0204,Saturn Trust 204,James Taylor,contact.204@client-204.com,LU,119290931.09
CLT-0299,Rigel Global 299,Olivia Patel,contact.299@client-299.com,CA,119278127.50
CLT-0359,Rigel Global 359,Olivia Patel,contact.359@client-359.com,CA,119139181.25
CLT-0559,Phoenix Group 559,Emma Davis,contact.559@client-559.com,NL,118947847.20
CLT-0572,Atlas Investments 572,Carol White,contact.572@client-572.com,DE,118878885.58
CLT-0238,Centaurus Pension 238,Noah Kim,contact.238@client-238.com,AU,118840712.33
CLT-0719,Rigel Global 719,Olivia Patel,contact.719@client-719.com,CA,118825430.35
CLT-0691,Zenith Partners 691,Bob Smith,contact.691@client-691.com,GB,118481830.68
CLT-0733,Solaris Pension 733,Noah Kim,contact.733@client-733.com,AU,118289701.02
CLT-0056,Sirius Bank 56,Liam Chen,contact.56@client-56.com,HK,117930814.56
CLT-0698,Pinnacle Wealth 698,Iris Clark,contact.698@client-698.com,IT,117713979.06
CLT-0251,Meridian Bank 251,Liam Chen,contact.251@client-251.com,HK,117661518.14
CLT-0487,Summit Securities 487,Henry Martin,contact.487@client-487.com,ES,117330799.03
CLT-0470,Olympus Holdings 470,Frank Wilson,contact.470@client-470.com,CH,117324837.15
CLT-0760,Sterling Finance 760,Karen Hughes,contact.760@client-760.com,SG,117301226.90
CLT-0082,Neptune Securities 82,Henry Martin,contact.82@client-82.com,ES,117222639.67
CLT-0893,Jupiter Wealth 893,Iris Clark,contact.893@client-893.com,IT,117196160.67
CLT-0842,Atlas Investments 842,Carol White,contact.842@client-842.com,DE,117074725.75
CLT-0448,Centaurus Pension 448,Noah Kim,contact.448@client-448.com,AU,116913576.52
CLT-0998,Pinnacle Wealth 998,Iris Clark,contact.998@client-998.com,IT,116761460.68
CLT-0736,Quantum Partners 736,Bob Smith,contact.736@client-736.com,GB,116733383.28
CLT-0222,Cascade Insurance 222,Maria Santos,contact.222@client-222.com,JP,116678333.92
CLT-0241,Zenith Partners 241,Bob Smith,contact.241@client-241.com,GB,116632841.79
CLT-0792,Cascade Insurance 792,Maria Santos,contact.792@client-792.com,JP,116500617.06
CLT-0793,Solaris Pension 793,Noah Kim,contact.793@client-793.com,AU,116452565.58
CLT-0303,Orion Fund 303,David Brown,contact.303@client-303.com,FR,116322979.15
CLT-0409,Phoenix Group 409,Emma Davis,contact.409@client-409.com,NL,116047432.63
CLT-0851,Meridian Bank 851,Liam Chen,contact.851@client-851.com,HK,115904040.60
CLT-0111,Pegasus Asset Management 111,Grace Lee,contact.111@client-111.com,BE,115891045.63
CLT-0958,Centaurus Pension 958,Noah Kim,contact.958@client-958.com,AU,115546260.59
CLT-0763,Solaris Pension 763,Noah Kim,contact.763@client-763.com,AU,115452151.43
CLT-0672,Cascade Insurance 672,Maria Santos,contact.672@client-672.com,JP,115396061.24
CLT-0843,Orion Fund 843,David Brown,contact.843@client-843.com,FR,115335860.92
CLT-0460,Sterling Finance 460,Karen Hughes,contact.460@client-460.com,SG,115287427.39
CLT-0105,Aurora Capital 105,Alice Johnson,contact.105@client-105.com,US,115089735.43
CLT-0242,Atlas Investments 242,Carol White,contact.242@client-242.com,DE,115066929.35
CLT-0968,Pinnacle Wealth 968,Iris Clark,contact.968@client-968.com,IT,114585653.28
CLT-0042,Cascade Insurance 42,Maria Santos,contact.42@client-42.com,JP,114576895.05
CLT-0203,Jupiter Wealth 203,Iris Clark,contact.203@client-203.com,IT,113864200.32
CLT-0395,Apex Holdings 395,Frank Wilson,contact.395@client-395.com,CH,113512204.06
CLT-0198,Titan Fund 198,David Brown,contact.198@client-198.com,FR,113243323.02
CLT-0994,Nexus Group 994,Emma Davis,contact.994@client-994.com,NL,113012110.65
CLT-0144,Saturn Trust 144,James Taylor,contact.144@client-144.com,LU,112864377.54
CLT-0680,Olympus Holdings 680,Frank Wilson,contact.680@client-680.com,CH,112813892.44
CLT-0256,Quantum Partners 256,Bob Smith,contact.256@client-256.com,GB,112773326.14
CLT-0258,Titan Fund 258,David Brown,contact.258@client-258.com,FR,112744243.39
CLT-0844,Nexus Group 844,Emma Davis,contact.844@client-844.com,NL,112603764.01
CLT-0595,Vega Finance 595,Karen Hughes,contact.595@client-595.com,SG,112582587.39
CLT-0665,Apex Holdings 665,Frank Wilson,contact.665@client-665.com,CH,112577063.68
CLT-0908,Pinnacle Wealth 908,Iris Clark,contact.908@client-908.com,IT,112398594.30
CLT-0391,Zenith Partners 391,Bob Smith,contact.391@client-391.com,GB,112138278.40
CLT-0295,Vega Finance 295,Karen Hughes,contact.295@client-295.com,SG,112110947.92
CLT-0293,Jupiter Wealth 293,Iris Clark,contact.293@client-293.com,IT,111728152.21
CLT-0503,Jupiter Wealth 503,Iris Clark,contact.503@client-503.com,IT,111677419.17
CLT-0853,Solaris Pension 853,Noah Kim,contact.853@client-853.com,AU,111529657.90
CLT-0623,Jupiter Wealth 623,Iris Clark,contact.623@client-623.com,IT,110801871.13
CLT-0005,Apex Holdings 5,Frank Wilson,contact.5@client-5.com,CH,110770012.94
CLT-0980,Olympus Holdings 980,Frank Wilson,contact.980@client-980.com,CH,110703961.91
CLT-0084,Saturn Trust 84,James Taylor,contact.84@client-84.com,LU,110689240.96
CLT-0125,Apex Holdings 125,Frank Wilson,contact.125@client-125.com,CH,110615271.40
CLT-0444,Saturn Trust 444,James Taylor,contact.444@client-444.com,LU,110566271.28
CLT-0044,Polaris Global 44,Olivia Patel,contact.44@client-44.com,CA,110465564.07
CLT-0381,Pegasus Asset Management 381,Grace Lee,contact.381@client-381.com,BE,110127596.49
CLT-0319,Phoenix Group 319,Emma Davis,contact.319@client-319.com,NL,109891269.29
CLT-0759,Horizon Trust 759,James Taylor,contact.759@client-759.com,LU,109490436.09
CLT-0892,Neptune Securities 892,Henry Martin,contact.892@client-892.com,ES,109357746.41
CLT-0008,Pinnacle Wealth 8,Iris Clark,contact.8@client-8.com,IT,109334017.51
CLT-0218,Pinnacle Wealth 218,Iris Clark,contact.218@client-218.com,IT,109307380.78
CLT-0796,Quantum Partners 796,Bob Smith,contact.796@client-796.com,GB,109274569.11
CLT-0184,Nexus Group 184,Emma Davis,contact.184@client-184.com,NL,109129045.22
CLT-0862,Neptune Securities 862,Henry Martin,contact.862@client-862.com,ES,109008822.68
CLT-0392,Atlas Investments 392,Carol White,contact.392@client-392.com,DE,108982312.20
CLT-0865,Vega Finance 865,Karen Hughes,contact.865@client-865.com,SG,108937078.85
CLT-0804,Saturn Trust 804,James Taylor,contact.804@client-804.com,LU,108607084.58
CLT-0036,Vertex Asset Management 36,Grace Lee,contact.36@client-36.com,BE,108514968.06
CLT-0786,Vertex Asset Management 786,Grace Lee,contact.786@client-786.com,BE,108462397.17
CLT-0627,Andromeda Insurance 627,Maria Santos,contact.627@client-627.com,JP,108363718.74
CLT-0018,Titan Fund 18,David Brown,contact.18@client-18.com,FR,108102064.45
CLT-0189,Horizon Trust 189,James Taylor,contact.189@client-189.com,LU,107671179.11
CLT-0183,Orion Fund 183,David Brown,contact.183@client-183.com,FR,107094519.43
CLT-0352,Neptune Securities 352,Henry Martin,contact.352@client-352.com,ES,106084003.68
CLT-0342,Cascade Insurance 342,Maria Santos,contact.342@client-342.com,JP,105951535.40
CLT-0939,Horizon Trust 939,James Taylor,contact.939@client-939.com,LU,105870569.80
CLT-0491,Meridian Bank 491,Liam Chen,contact.491@client-491.com,HK,105862789.21
CLT-0007,Summit Securities 7,Henry Martin,contact.7@client-7.com,ES,105235323.51
CLT-0452,Atlas Investments 452,Carol White,contact.452@client-452.com,DE,105223858.95
CLT-0307,Summit Securities 307,Henry Martin,contact.307@client-307.com,ES,105094715.79
CLT-0557,Helios Investments 557,Carol White,contact.557@client-557.com,DE,105072844.68
CLT-0013,Solaris Pension 13,Noah Kim,contact.13@client-13.com,AU,105030956.93
CLT-0854,Polaris Global 854,Olivia Patel,contact.854@client-854.com,CA,104990812.34
CLT-0166,Quantum Partners 166,Bob Smith,contact.166@client-166.com,GB,104947186.01
CLT-0083,Jupiter Wealth 83,Iris Clark,contact.83@client-83.com,IT,104405583.05
CLT-0404,Polaris Global 404,Olivia Patel,contact.404@client-404.com,CA,104039983.32
CLT-0419,Rigel Global 419,Olivia Patel,contact.419@client-419.com,CA,103946985.64
CLT-0308,Pinnacle Wealth 308,Iris Clark,contact.308@client-308.com,IT,103415171.62
CLT-0439,Phoenix Group 439,Emma Davis,contact.439@client-439.com,NL,102997350.36
CLT-0057,Andromeda Insurance 57,Maria Santos,contact.57@client-57.com,JP,102920502.29
CLT-0622,Neptune Securities 622,Henry Martin,contact.622@client-622.com,ES,102719276.49
CLT-0609,Horizon Trust 609,James Taylor,contact.609@client-609.com,LU,102488455.22
CLT-0064,Nexus Group 64,Emma Davis,contact.64@client-64.com,NL,102063741.44
CLT-0311,Meridian Bank 311,Liam Chen,contact.311@client-311.com,HK,101805103.61
CLT-0505,Vega Finance 505,Karen Hughes,contact.505@client-505.com,SG,101164428.16
CLT-0514,Nexus Group 514,Emma Davis,contact.514@client-514.com,NL,101143478.32
CLT-0594,Saturn Trust 594,James Taylor,contact.594@client-594.com,LU,100640675.10
CLT-0945,Aurora Capital 945,Alice Johnson,contact.945@client-945.com,US,100608422.01
CLT-0876,Vertex Asset Management 876,Grace Lee,contact.876@client-876.com,BE,100571208.61
CLT-0369,Horizon Trust 369,James Taylor,contact.369@client-369.com,LU,100183807.72
CLT-0316,Quantum Partners 316,Bob Smith,contact.316@client-316.com,GB,100080556.88
CLT-0864,Saturn Trust 864,James Taylor,contact.864@client-864.com,LU,99921546.90
CLT-0102,Cascade Insurance 102,Maria Santos,contact.102@client-102.com,JP,99832847.76
CLT-0724,Nexus Group 724,Emma Davis,contact.724@client-724.com,NL,99517043.98
CLT-0348,Titan Fund 348,David Brown,contact.348@client-348.com,FR,99413305.72
CLT-0130,Sterling Finance 130,Karen Hughes,contact.130@client-130.com,SG,99295794.43
CLT-0567,Andromeda Insurance 567,Maria Santos,contact.567@client-567.com,JP,98943732.05
CLT-0535,Vega Finance 535,Karen Hughes,contact.535@client-535.com,SG,98408399.57
CLT-0143,Jupiter Wealth 143,Iris Clark,contact.143@client-143.com,IT,98329641.55
CLT-0743,Jupiter Wealth 743,Iris Clark,contact.743@client-743.com,IT,98152426.71
CLT-0077,Helios Investments 77,Carol White,contact.77@client-77.com,DE,98145914.16
CLT-0192,Cascade Insurance 192,Maria Santos,contact.192@client-192.com,JP,98106774.11
CLT-0883,Solaris Pension 883,Noah Kim,contact.883@client-883.com,AU,98031690.69
CLT-0524,Polaris Global 524,Olivia Patel,contact.524@client-524.com,CA,98022405.72
CLT-0276,Vertex Asset Management 276,Grace Lee,contact.276@client-276.com,BE,97610903.62
CLT-0827,Helios Investments 827,Carol White,contact.827@client-827.com,DE,97202536.69
CLT-0667,Summit Securities 667,Henry Martin,contact.667@client-667.com,ES,96935660.03
CLT-0037,Summit Securities 37,Henry Martin,contact.37@client-37.com,ES,96849061.28
CLT-0697,Summit Securities 697,Henry Martin,contact.697@client-697.com,ES,96810017.72
CLT-0298,Centaurus Pension 298,Noah Kim,contact.298@client-298.com,AU,96486881.38
CLT-0871,Zenith Partners 871,Bob Smith,contact.871@client-871.com,GB,96290062.52
CLT-0006,Vertex Asset Management 6,Grace Lee,contact.6@client-6.com,BE,96180173.55
CLT-0659,Rigel Global 659,Olivia Patel,contact.659@client-659.com,CA,95740099.05
CLT-0231,Pegasus Asset Management 231,Grace Lee,contact.231@client-231.com,BE,95032630.22
CLT-0423,Orion Fund 423,David Brown,contact.423@client-423.com,FR,95006751.92
CLT-0767,Helios Investments 767,Carol White,contact.767@client-767.com,DE,94662993.57
CLT-0906,Vertex Asset Management 906,Grace Lee,contact.906@client-906.com,BE,94600321.17
CLT-0317,Helios Investments 317,Carol White,contact.317@client-317.com,DE,93980204.30
CLT-0328,Centaurus Pension 328,Noah Kim,contact.328@client-328.com,AU,93930419.60
CLT-0925,Vega Finance 925,Karen Hughes,contact.925@client-925.com,SG,93709342.03
CLT-0292,Neptune Securities 292,Henry Martin,contact.292@client-292.com,ES,93171763.26
CLT-0971,Meridian Bank 971,Liam Chen,contact.971@client-971.com,HK,93152613.79
CLT-0362,Atlas Investments 362,Carol White,contact.362@client-362.com,DE,93152371.74
CLT-0429,Horizon Trust 429,James Taylor,contact.429@client-429.com,LU,92728520.96
CLT-0549,Horizon Trust 549,James Taylor,contact.549@client-549.com,LU,92459897.25
CLT-0626,Sirius Bank 626,Liam Chen,contact.626@client-626.com,HK,92140096.20
CLT-0406,Quantum Partners 406,Bob Smith,contact.406@client-406.com,GB,91689263.27
CLT-0569,Rigel Global 569,Olivia Patel,contact.569@client-569.com,CA,91614733.40
CLT-0741,Pegasus Asset Management 741,Grace Lee,contact.741@client-741.com,BE,91401835.28
CLT-0612,Cascade Insurance 612,Maria Santos,contact.612@client-612.com,JP,91209859.31
CLT-0852,Cascade Insurance 852,Maria Santos,contact.852@client-852.com,JP,90852867.27
CLT-0825,Aurora Capital 825,Alice Johnson,contact.825@client-825.com,US,90751288.09
CLT-0415,Vega Finance 415,Karen Hughes,contact.415@client-415.com,SG,90003804.43
CLT-0775,Vega Finance 775,Karen Hughes,contact.775@client-775.com,SG,89616905.49
CLT-0771,Pegasus Asset Management 771,Grace Lee,contact.771@client-771.com,BE,89582104.42
CLT-0670,Sterling Finance 670,Karen Hughes,contact.670@client-670.com,SG,89493649.39
CLT-0812,Atlas Investments 812,Carol White,contact.812@client-812.com,DE,89408362.07
CLT-0379,Phoenix Group 379,Emma Davis,contact.379@client-379.com,NL,89247223.67
CLT-0815,Apex Holdings 815,Frank Wilson,contact.815@client-815.com,CH,89159799.14
CLT-0849,Horizon Trust 849,James Taylor,contact.849@client-849.com,LU,89071912.83
CLT-0975,Aurora Capital 975,Alice Johnson,contact.975@client-975.com,US,88728100.19
CLT-0322,Neptune Securities 322,Henry Martin,contact.322@client-322.com,ES,88086061.64
CLT-0035,Apex Holdings 35,Frank Wilson,contact.35@client-35.com,CH,87931827.40
CLT-0836,Sirius Bank 836,Liam Chen,contact.836@client-836.com,HK,87314548.30
CLT-0162,Cascade Insurance 162,Maria Santos,contact.162@client-162.com,JP,87143124.83
CLT-0489,Horizon Trust 489,James Taylor,contact.489@client-489.com,LU,87131076.03
CLT-0377,Helios Investments 377,Carol White,contact.377@client-377.com,DE,86896933.26
CLT-0052,Neptune Securities 52,Henry Martin,contact.52@client-52.com,ES,86625875.59
CLT-0983,Jupiter Wealth 983,Iris Clark,contact.983@client-983.com,IT,86186572.86
CLT-0933,Orion Fund 933,David Brown,contact.933@client-933.com,FR,86068301.86
CLT-0119,Rigel Global 119,Olivia Patel,contact.119@client-119.com,CA,85882119.02
CLT-0948,Titan Fund 948,David Brown,contact.948@client-948.com,FR,85499498.89
CLT-0768,Titan Fund 768,David Brown,contact.768@client-768.com,FR,85380652.13
CLT-0563,Jupiter Wealth 563,Iris Clark,contact.563@client-563.com,IT,84786718.50
CLT-0398,Pinnacle Wealth 398,Iris Clark,contact.398@client-398.com,IT,84586633.24
CLT-0467,Helios Investments 467,Carol White,contact.467@client-467.com,DE,84459295.39
CLT-0405,Aurora Capital 405,Alice Johnson,contact.405@client-405.com,US,84429202.03
CLT-0012,Cascade Insurance 12,Maria Santos,contact.12@client-12.com,JP,84399702.65
CLT-0592,Neptune Securities 592,Henry Martin,contact.592@client-592.com,ES,84271811.87
CLT-0469,Phoenix Group 469,Emma Davis,contact.469@client-469.com,NL,83750911.62
CLT-0740,Olympus Holdings 740,Frank Wilson,contact.740@client-740.com,CH,83627693.47
CLT-0959,Rigel Global 959,Olivia Patel,contact.959@client-959.com,CA,83558496.03
CLT-0997,Summit Securities 997,Henry Martin,contact.997@client-997.com,ES,83460918.59
CLT-0955,Vega Finance 955,Karen Hughes,contact.955@client-955.com,SG,83106423.54
CLT-0649,Phoenix Group 649,Emma Davis,contact.649@client-649.com,NL,83089791.53
CLT-0708,Titan Fund 708,David Brown,contact.708@client-708.com,FR,82704322.72
CLT-0187,Summit Securities 187,Henry Martin,contact.187@client-187.com,ES,82595293.56
CLT-0402,Cascade Insurance 402,Maria Santos,contact.402@client-402.com,JP,82241993.26
CLT-0681,Pegasus Asset Management 681,Grace Lee,contact.681@client-681.com,BE,82206168.03
CLT-0442,Neptune Securities 442,Henry Martin,contact.442@client-442.com,ES,81925520.83
CLT-0745,Vega Finance 745,Karen Hughes,contact.745@client-745.com,SG,81727610.15
CLT-0132,Cascade Insurance 132,Maria Santos,contact.132@client-132.com,JP,81637280.34
CLT-0087,Andromeda Insurance 87,Maria Santos,contact.87@client-87.com,JP,81506537.67
CLT-0122,Atlas Investments 122,Carol White,contact.122@client-122.com,DE,81379233.44
CLT-0445,Vega Finance 445,Karen Hughes,contact.445@client-445.com,SG,81027050.51
CLT-0093,Orion Fund 93,David Brown,contact.93@client-93.com,FR,80565156.64
CLT-0217,Summit Securities 217,Henry Martin,contact.217@client-217.com,ES,80347159.11
CLT-0985,Vega Finance 985,Karen Hughes,contact.985@client-985.com,SG,80343144.56
CLT-0151,Zenith Partners 151,Bob Smith,contact.151@client-151.com,GB,80081786.60
CLT-0689,Rigel Global 689,Olivia Patel,contact.689@client-689.com,CA,79968815.02
CLT-0797,Helios Investments 797,Carol White,contact.797@client-797.com,DE,79933344.00
CLT-0619,Phoenix Group 619,Emma Davis,contact.619@client-619.com,NL,79711967.84
CLT-0545,Apex Holdings 545,Frank Wilson,contact.545@client-545.com,CH,79456266.77
CLT-0963,Orion Fund 963,David Brown,contact.963@client-963.com,FR,78873688.95
CLT-0828,Titan Fund 828,David Brown,contact.828@client-828.com,FR,78826799.07
CLT-0597,Andromeda Insurance 597,Maria Santos,contact.597@client-597.com,JP,78651278.52
CLT-0858,Titan Fund 858,David Brown,contact.858@client-858.com,FR,78133901.54
CLT-0387,Andromeda Insurance 387,Maria Santos,contact.387@client-387.com,JP,77945039.43
CLT-0103,Solaris Pension 103,Noah Kim,contact.103@client-103.com,AU,77690399.66
CLT-0516,Vertex Asset Management 516,Grace Lee,contact.516@client-516.com,BE,77375925.86
CLT-0264,Saturn Trust 264,James Taylor,contact.264@client-264.com,LU,77342471.24
CLT-0664,Nexus Group 664,Emma Davis,contact.664@client-664.com,NL,76905849.02
CLT-0286,Quantum Partners 286,Bob Smith,contact.286@client-286.com,GB,76568943.43
CLT-0368,Pinnacle Wealth 368,Iris Clark,contact.368@client-368.com,IT,76503089.04
CLT-0529,Phoenix Group 529,Emma Davis,contact.529@client-529.com,NL,76032810.34
CLT-0273,Orion Fund 273,David Brown,contact.273@client-273.com,FR,75997896.96
CLT-0135,Aurora Capital 135,Alice Johnson,contact.135@client-135.com,US,75708068.20
CLT-0531,Pegasus Asset Management 531,Grace Lee,contact.531@client-531.com,BE,75391392.50
CLT-0776,Sirius Bank 776,Liam Chen,contact.776@client-776.com,HK,75220746.85
CLT-0586,Quantum Partners 586,Bob Smith,contact.586@client-586.com,GB,75187386.36
CLT-0607,Summit Securities 607,Henry Martin,contact.607@client-607.com,ES,74571482.21
CLT-0075,Aurora Capital 75,Alice Johnson,contact.75@client-75.com,US,74460318.66
CLT-0438,Titan Fund 438,David Brown,contact.438@client-438.com,FR,73996567.97
CLT-0624,Saturn Trust 624,James Taylor,contact.624@client-624.com,LU,73971443.93
CLT-0909,Horizon Trust 909,James Taylor,contact.909@client-909.com,LU,73815868.51
CLT-0188,Pinnacle Wealth 188,Iris Clark,contact.188@client-188.com,IT,73479393.03
CLT-0347,Helios Investments 347,Carol White,contact.347@client-347.com,DE,72906325.27
CLT-0109,Phoenix Group 109,Emma Davis,contact.109@client-109.com,NL,72807562.24
CLT-0584,Polaris Global 584,Olivia Patel,contact.584@client-584.com,CA,72451926.60
CLT-0205,Vega Finance 205,Karen Hughes,contact.205@client-205.com,SG,71788320.38
CLT-0211,Zenith Partners 211,Bob Smith,contact.211@client-211.com,GB,71492705.61
CLT-0634,Nexus Group 634,Emma Davis,contact.634@client-634.com,NL,71155421.24
CLT-0457,Summit Securities 457,Henry Martin,contact.457@client-457.com,ES,70936350.33
CLT-0543,Orion Fund 543,David Brown,contact.543@client-543.com,FR,70304305.03
CLT-0924,Saturn Trust 924,James Taylor,contact.924@client-924.com,LU,69248926.30
CLT-0168,Titan Fund 168,David Brown,contact.168@client-168.com,FR,68714992.01
CLT-0334,Nexus Group 334,Emma Davis,contact.334@client-334.com,NL,67950916.76
CLT-0965,Apex Holdings 965,Frank Wilson,contact.965@client-965.com,CH,67796385.24
CLT-0695,Apex Holdings 695,Frank Wilson,contact.695@client-695.com,CH,66543482.60
CLT-0088,Centaurus Pension 88,Noah Kim,contact.88@client-88.com,AU,66002545.64
CLT-0323,Jupiter Wealth 323,Iris Clark,contact.323@client-323.com,IT,64998497.74
CLT-0666,Vertex Asset Management 666,Grace Lee,contact.666@client-666.com,BE,64712521.81
CLT-0274,Nexus Group 274,Emma Davis,contact.274@client-274.com,NL,63509452.07
CLT-0591,Pegasus Asset Management 591,Grace Lee,contact.591@client-591.com,BE,63436547.27
CLT-0407,Helios Investments 407,Carol White,contact.407@client-407.com,DE,63023268.20
CLT-0987,Andromeda Insurance 987,Maria Santos,contact.987@client-987.com,JP,62964695.60
CLT-0032,Atlas Investments 32,Carol White,contact.32@client-32.com,DE,62755627.14
CLT-0341,Meridian Bank 341,Liam Chen,contact.341@client-341.com,HK,61389040.35
CLT-0899,Rigel Global 899,Olivia Patel,contact.899@client-899.com,CA,59778082.24
CLT-0868,Centaurus Pension 868,Noah Kim,contact.868@client-868.com,AU,59191376.74
CLT-0418,Centaurus Pension 418,Noah Kim,contact.418@client-418.com,AU,58776364.93
CLT-0789,Horizon Trust 789,James Taylor,contact.789@client-789.com,LU,56816693.83
CLT-0613,Solaris Pension 613,Noah Kim,contact.613@client-613.com,AU,56370821.49
CLT-0265,Vega Finance 265,Karen Hughes,contact.265@client-265.com,SG,56290205.09
CLT-0361,Zenith Partners 361,Bob Smith,contact.361@client-361.com,GB,55044495.79
CLT-0171,Pegasus Asset Management 171,Grace Lee,contact.171@client-171.com,BE,54988986.84
CLT-0874,Nexus Group 874,Emma Davis,contact.874@client-874.com,NL,54583628.08
CLT-0146,Sirius Bank 146,Liam Chen,contact.146@client-146.com,HK,53724794.06
CLT-0430,Sterling Finance 430,Karen Hughes,contact.430@client-430.com,SG,53035801.09
CLT-0015,Aurora Capital 15,Alice Johnson,contact.15@client-15.com,US,51929692.65
CLT-0588,Titan Fund 588,David Brown,contact.588@client-588.com,FR,51420539.48
CLT-0393,Orion Fund 393,David Brown,contact.393@client-393.com,FR,50577907.63
CLT-0459,Horizon Trust 459,James Taylor,contact.459@client-459.com,LU,50267949.01
CLT-0637,Summit Securities 637,Henry Martin,contact.637@client-637.com,ES,48790886.51
CLT-0020,Olympus Holdings 20,Frank Wilson,contact.20@client-20.com,CH,47417461.69
CLT-0243,Orion Fund 243,David Brown,contact.243@client-243.com,FR,45457275.66
CLT-0091,Zenith Partners 91,Bob Smith,contact.91@client-91.com,GB,44866019.44
CLT-0774,Saturn Trust 774,James Taylor,contact.774@client-774.com,LU,41795284.97
CLT-0193,Solaris Pension 193,Noah Kim,contact.193@client-193.com,AU,33492449.88
CLT-0830,Olympus Holdings 830,Frank Wilson,contact.830@client-830.com,CH,31971883.18
CLT-0160,Sterling Finance 160,Karen Hughes,contact.160@client-160.com,SG,31233696.15
CLT-0401,Meridian Bank 401,Liam Chen,contact.401@client-401.com,HK,26794752.24
CLT-0989,Rigel Global 989,Olivia Patel,contact.989@client-989.com,CA,26477434.67
CLT-0301,Zenith Partners 301,Bob Smith,contact.301@client-301.com,GB,25968341.11
